"HolderAddress","Balance","PendingBalanceUpdate"
"0x93dcb32b268d59eae4fd05f3371f750f36f099ce","3.3827542087041E-05","No"
"0xf22ca1c457d2074aafb14544b70e03f5ee4c6e6b","7.26557780148E-06","No"
"0x4fadf1dc1e544955382287433b660531c3232e0b","3.41065883181E-07","No"
"0x14a7eddcd62623cd2439a5e8c108e0b70baeb6d6","2.57671528134E-07","No"
"0x8dfb7c8a4bc6c8c3d05a045b9993087e120dae9c","3.980368618699E-06","No"
"0xd3b1099f2692921ed79d8421c01b6e0a4d9717ae","4.1223362910602E-05","No"
"0x3e5ee42751b03f57516c0cfe21bdd6ff97e23a3f","2.9132080117218E-05","No"
"0xeb57f82b093c5ca414ebd4fd409f092caf453192","1.251824120806E-06","No"
"0x68a17b587caf4f9329f0e372e3a78d23a46de6b5","2.06953E-12","No"
"0xdfa62bfaf02e414941679c3dddd06e1982175209","1.86990746E-09","No"
"0xcfb994029422595338f5600c0fe570cc6e850576","1.2520200752E-08","No"
"0xe702307fcdab7f98ca334f4fa5dc5c04a2aaed68","1.6778521189429E-05","No"
"0x9d266f545d6a7dca42607acda5ea884f23f6843e","7.658983222207E-05","No"
"0xf9605d8c4c987d7cb32d0d11fbcb8eeeb1b22d5d","1.537866692491E-06","No"
"0x011caed210c8cc9603dc43f94b864f2b49a377ce","1.1778163767172E-05","No"
"0x45d10cf32c91b96c4b29427169af80931e976284","4.265715907E-09","No"
"0xd752b25a25240361458c68e22337cc06bf94e617","1.9875870136565E-05","No"
"0x6811086bc4d901771b2e74fd4865576b019a8dd2","2.1152588007E-08","No"
"0x3ff83e815082bb4805e1a0b5151acf3c7b73a8ae","0.000299579389621694","No"
"0x7ece54814110f5b5b161106fc24333338156d249","1.142063959579E-06","No"
"0x694f3ee889bf66d2d0c0a5cd8b2ecc4750d63adc","8.2651630112E-08","No"
"0x822bac563288e76ab0ec2ea05281eba9519d8690","1E-16","No"
"0x16884a4c09185f81440ad6cc8b8850f6871fb5fd","2.096757803418E-06","No"
"0x258302d09995a71b185097738a46ec2095b9197f","8.245055956386E-06","No"
"0xb938d22bf192d480a4806bf959a63929a39ba9f6","1.803045026772E-05","No"
"0xc62c734f64ac97418960b9d3e0a9745588202251","2.6926210745016E-05","No"
"0x96e4107ab6f6fd796a11dce0251efb98b6300e60","3.1470594337E-08","No"
"0xacd2bdc948ee68bc4ce7456575a0e3007fd2e8fe","2.866427105659E-06","No"
"0xb92a11ba9bf05d8b59f0b7dacbe5e53aae61d62a","8.504067648792E-06","No"
"0x450f143f1a8650fff968d890814bd5884bdc8f1d","8.3839459178799E-05","No"
"0xc899f385ebc8f6737069ecd9f32f904eb81e219f","7.934151838623E-06","No"
"0x2651067c4ee0ab7423cbe5df001a7a29f30cbf14","3.68631167299E-07","No"
"0x00d6cad0eb8fe405b4c27ca2071b0d0653b9c2fc","3.9240006364E-08","No"
"0x4fe23e87d977ea6484b01915ccd2746335e55dfc","0.00328367603492349","No"
"0x9dd5b5c71842a4fd51533532e5470298bfa398fd","0.00719868123855665","No"
"0x53b02065e4303f5383095d76de3b3307b882212e","8.3359841874E-08","No"
"0xed38959e1415a3187b2dd1b1d71f296bb3463600","9.266156092587E-06","No"
"0xda114b5349f563df16335f16e3192ba1b66fd41d","1.0001E-12","No"
"0xc2ee3304e1029bb79a6da41113aa0452481ec59a","0.000169119794687377","No"
"0x06ab51ed1499b6f94011373b5b93169b98ece615","1.0001E-12","No"
"0x0b522ca239949232d3c3413d4ade1b3433c912f1","1.7490144812293E-05","No"
"0x95f0323bc1efefff9aff3679d2613027f1a263ec","1.3599996E-09","No"
"0x1118e220fda4e9bc4d136e61e00b969c6b6ebd05","3.999925797E-07","No"
"0xd230b5dbef2c599ebba77c1951a913864161f93a","2.7337800559E-08","No"
"0x356a59ca6df84eb3ebbd393532f6a3336511c039","3.14433311797E-06","No"
"0xb2b1a37742aacfc90d06bdfe9b7a35f8826597dc","1.4035764154689E-05","No"
"0x7bb1843b42256690e6fdf2cd03acde20b43d4e8d","3.9198846387E-08","No"
"0x7d6db0c8b1c5c01e288725d1c1cfe0b2ab2d30f0","1.0001E-12","No"
"0x440ab783db4ac90cf0e3eca4338266780b41b871","1.72702232547E-06","No"
"0xe1df98120494232460cc9212e4d7dc7ba7003f9e","5.128658917918E-06","No"
"0x2f2395a87986b5cb3f1c928df55848e4b10c82f0","1.420002945565E-06","No"
"0xef2115b66c569b1edeb95cd6ebbc7a74c069d8cb","8.729415587903E-06","No"
"0x6117947ce25c55eccd9a18da8724de41108e9a4a","4.3312264047E-08","No"
"0x3abaaf114e16cc332885b614d9678e5a3d92093b","7.038376416E-09","No"
"0x75be5f071298221a04453a57272cf3df6f1e5557","1.9539203028581E-05","No"
"0x5db53185393e3ccacd4bb95733c012ae292758d7","6.2231422548E-07","No"
"0x047d058630bc66eefd3fd7791e29ac03ab3d0b7d","5.6404498928E-07","No"
"0x44ade2de923ea2d0bdb6ba84ff49bff59cc0e949","8.46666830291E-07","No"
"0x6df6516569ab0297cae9142c9b3343b7e4ab5724","1.970061483607E-06","No"
"0xa2e92222a726ab926885625ff0cbfe0f617fd1bf","6.46774508791E-07","No"
"0xae74c11eb5633d2e2c404625e3fb557c7dacf4aa","3.467978597321E-06","No"
"0xfab1eab539d2cf50162245e59ddea174a301d85d","8.204745854537E-06","No"
"0x7d08721fbc85f2f0f9e53ab39a66a2506f4064af","2.97644563194E-06","No"
"0x68edbb56c270082e76ea6e59abb0e7f1b309a7e1","9.6937757706518E-05","No"
"0x27a86cfddea3b7de835108a5c50504d9fb7039f1","1.0001E-12","No"
"0x50b309257ff446ef3ef5ec16fe5d1740882a7356","1.534144524003E-06","No"
"0xefa46b2ef3f4e5c0e7dcac9ac3ba43351582bc8b","7.97339548E-10","No"
"0xf3040ce880b7789989ccf434b5a5c3673bc6d40b","1.0001E-12","No"
"0xb4cd1dbf5109210c24d4c77f46ea5fa381adfbf2","1.46393991886E-07","No"
"0x0d97bac371c34fbeccbbe64970453346e4e2bab3","2.9737877337076E-05","No"
"0x780ecf7ca8b5efd87c5d4c39a1d1c476f38e4a6d","4.307600513008E-06","No"
"0xf7cb015141feb3814acd5f685fbfe879326bcadc","2.7985000000117E-05","No"
"0x10f23efba263f8229cb0ad53c29b40d3f7f001c3","2.168706069E-09","No"
"0x9efa5e47ec182d7bf187ba9975f7474bb7fdbe01","1.2943288426E-08","No"
"0xc951d3463ebba4e9ec8ddfe1f42bc5895c46ec8f","6.2391618869337E-05","No"
"0x13a0b42b9c180065510615972858bf41d1972a55","0.000114995574637766","No"
"0x1ded82e6b6bd7fde8ae31fc73f1ee6c267af19cc","2E-18","No"
"0xb14dc9a768300cf46f2301146b6eeaa74822499d","1.0001E-12","No"
"0x1b3e697596eb3df0e4e7df3f5e314ec6b3d169c1","0.000561524569824033","No"
"0xf2801e3c60585e126fd89568e9d5bdb249b20ccd","3.0419654977973E-05","No"
"0xcf74c6dc420f3888717f46409ca340ec6a4c5eef","3.8000103E-11","No"
"0x980a7c05ff3feb13e25c2ac65f9805c5bbd3bed5","1.372221299177E-06","No"
"0x8d7b5f84bd2d4a5756d0085505c810ad60fd583e","1.536676203562E-06","No"
"0xfdf5d52512c71fa28f8000afea18c91844f464c8","5.835101838E-09","No"
"0xeb591dfc9ab1514db1dcfd4f8043c388a83144d2","6.268018847087E-05","No"
"0x9f3c8e86b68893372f93fed84c7e3276ff195d7a","8.646003143E-09","No"
"0x0ec1f1573f3a2db0ad396c843e6a079e2a53e557","8.731260565473E-06","No"
"0x026061ae872b759b11c308388d2f7fe2fe66ba04","8.159190424E-09","No"
"0x8c1545690d22fe733a7d126f6d091759a721df11","8.86107239101E-07","No"
"0x565e54e7d685429707aafe8cd3968aeb6d58754f","2.5606111996951E-05","No"
"0xbe534bf54daeaebb4ad901bed9c56591d111dafe","1.0001E-12","No"
"0x6c1cc5a001a13863676e9a3e6149a4ce6c54836e","0.000997234714069325","No"
"0x4defa30195094963cfac7285d8d6e6e523c7f90d","6.19581727363E-07","No"
"0x01b48e164b73f85535112eafb3d8b75c77c57392","2.21924216236E-07","No"
"0x16eb36a9ea6b3937b68379f746ad1005db14d728","4.35109209865E-07","No"
"0x81aff3701a2a6ad7ce2782b61b27967141a8e2ba","0.000266105439926766","No"
"0xbd17b1ce622d73bd438b9e658aca5996dc394b0d","0.0018721468078375","No"
"0xa4aeff55e55f424e93dd09d204d8720d5c92df37","4.280370650158E-06","No"
"0xa53e7c7cade7f71bc2489dbe40af10057df8c79a","4.408717237701E-06","No"
"0xc2bd3ea2c23ab2fcebda4ec5ee09d446f778fd0e","7.586586275506E-06","No"
"0x6ba76dfbbb5e3084b56533717eb1a3c8cd5a6f4e","2.981130006233E-06","No"
"0x4eb9ceedf02105af533516ffb625ae1e2087aad2","0.000635529185138034","No"
"0xb8cd13ffd453617eca9d84968ba52f9785ed6576","3.969412245345E-06","No"
"0xaea62b582b5c23107efa03cafa8605f77fdb4569","1.0001E-12","No"
"0x0b6971e7d1edf1dfe4d501151d59a1f7ee30651e","0.00702496037897812","No"
"0x8014ef6bcd75417e72bd0172e0aad6342ecd2e68","1.524979284396E-06","No"
"0x01bca78e0afb67620c811de11dc6cb9dd453e98b","2.9838344808786E-05","No"
"0x1d34ef7a9acf7add20f748aa1f85903773eaff77","1.176947017601E-06","No"
"0x6b1cd72c285f4b27f31c913e6df7f76b4353e8cc","8.5475E-14","No"
"0x40585f7c24a01fae07e1e60b44750fdea2e6ac67","1.5164681004614E-05","No"
"0xf3b34537c43c1e00798f579b1fc187963af70bd9","3.102377013036E-06","No"
"0x00b96d03ccdba6a12e0175909cc4ab2a1faddf03","6.169597821266E-06","No"
"0x618dfeb2a7e55e1a596b82e5544d2b11b9fc2799","9.4644567E-11","No"
"0x722a5ac36cb890795865a373a9dc83e3690f90a4","2.9977618103582E-05","No"
"0x6d482f6cdd0f90c4f8316cd4b854da18787f2754","2.149414246898E-06","No"
"0x7fba4b8dc5e7616e59622806932dbea72537a56b","1.43510784438037","No"
"0x70327f1641daa3c4b25dacaecc2f3bd6f3b28683","7.912234630119E-06","No"
"0x74166cdbc40773def56c50bb2478c9cec5b3743c","1.425865998506E-06","No"
"0x64631b5d259ead889e8b06d12c8b74742804e5f1","0.00748483593788311","No"
"0x6c4b03ab9ec2ed169ee47ad39c50f0f288825d0f","1.0089456107854E-05","No"
"0x6324c91749ca835d6897250b58d4eaf2bf42a8a1","3.131022950469E-05","No"
"0x98035297b70cc88fbc064340fa52344308ec8910","7.902328720157E-06","No"
"0x222a2c141fcd6a6031c7c620560d44f08d0bc48d","7.897354853084E-06","No"
"0x241cb9ab81cb44088a1705272729fe87d79b124d","3.9212267480616E-05","No"
"0xd4d52203a5b1c6dd9fae49a1fcc0221ab022afed","3.5613748472551E-05","No"
"0xd38c3d3b43a76d44b4a38d047e21e91ce9e9d806","7.858874143771E-06","No"
"0x97ad3bbdddd6313b6784f6b3668c2c314370ab2e","4.143718847661E-06","No"
"0x01263e9ba59014d6f80a17082b772440a42daf9d","0.000253281585795709","No"
"0xaf4185346ce56cd028f97c0ac9741cb9541f2d60","1.6592186489761E-05","No"
"0xeae9fed78b7e616b8a9802ab50a4467fc9570341","3.3578751040214E-05","No"
"0x7a91ac71fbf3c2dd992c7d3fe1cbb3695823ba5f","1.2076265388281E-05","No"
"0xa698028f0d5c9ea144f062670eb86d943bac9f59","1.3989395805704E-05","No"
"0xc6559a8edb2a4cc5e43dc5997b590020c834576f","6.707039430144E-06","No"
"0x8969bafb1ae4786b776fddcf7f8b5f0ae1e50c36","0.000167466957696385","No"
"0xe89798bf02929545eeeb4e26d2aa49b2decb894f","1.6032181299645E-05","No"
"0xceac6c3c55ebe23fde544eb043961bb876252606","2.770358876029E-06","No"
"0x8f38d197c3ba73e883a54ee3120ba4180d3970c4","3.86735918262E-06","No"
"0x1129b6a1e81e93634b6b2f31ec779d1c0757efd4","3.299566362935E-06","No"
"0xb15b850036585a8061513448a1ceb8b01c2285d6","3.202058293936E-06","No"
"0xb3a7273cced573f850be08af0ff71a59a52d6fb7","8.223728777797E-06","No"
"0xb00b8578f45f378edafdd230a27e839370fcdc35","6.377266133801E-06","No"
"0x102e99d7ad45ed83484dc986cd1c78648bd79850","1.248559328E-09","No"
"0x8293fdc6648dcd00b9194dfa0ab731b51e294f66","3.150644136496E-06","No"
"0xc63f679c6e18caefd48b2f6045eca4f09a18466f","6.14823763069E-07","No"
"0x76a9906bc832cb7a3cba6ec2f23025468be8887d","8.238084735413E-06","No"
"0x51581c0fa5b4b5fdc2ce471099f311ab7c735389","4.093737475392E-05","No"
"0x70f37d003038567601004df6c6cfd7a42515a829","3.199220086426E-06","No"
"0xc44788726d184fe8ce4f03d4c4cd54ef8464de66","7.99805001119E-07","No"
"0xdd2a790789e9a42422decad4ea70b294ed33e661","2.0537707841384E-05","No"
"0x778ce18ddbafbdae42144edc410fbbd7b335420c","1.5891583769778E-05","No"
"0x3003670cdd86b598fd30d34ef67b67bcd8d88ee9","4.113880804553E-06","No"
"0xbb2458a676a1a1582eda3f448769d9bd7bfe86d1","1.60729674177E-07","No"
"0xfda1924c69e43893c1bb78566ec44434e5b7cab8","2.8831429307E-08","No"
"0x47eb8ec6f1e21aebc63df819767e0ca89a963951","7.9587678888E-08","No"
"0xed1484c3798964dcb0dc9c2c80dc071061b9595e","1.630715196009E-06","No"
"0x998f22f19b0822d5e29b2278c22feaed5130539e","3.972784571046E-06","No"
"0x9eb4a066175c86af5cdc182a8a243e42ec03d665","7.933070010804E-06","No"
"0xaebba0fb090e6a742e7c0e651f44c93f42946b08","1.5863631642623E-05","No"
"0xa9ed88deca4b71569c4b3689d8cc23083f1e1ce6","2.06522612851E-07","No"
"0x3bdf57304dd828d287952ddb10e926a1d0560660","0.000140546885734066","No"
"0x5b9dac9f5db96420814e4c5dd7b5b9f87b9e8e9f","4.7424314226813E-05","No"
"0x0e70fd4ea2a0063396fed52a999d64f661774be2","7.9343495108369E-05","No"
"0xac94abc009361404f878af71e9cc9656c1480dc1","6.5950405595E-08","No"
"0x5847bb0c718136efde9aba5c885fd53e2f11267a","0.00111166138417353","No"
"0x4d1f52d9c25ca84be0bf5fa7bcafedc92f61e4d0","2.063711883362E-06","No"
"0xcffbe3889eab75ad124461639427f4cc7c30a760","2.0657041473407E-05","No"
"0xb977a5f0ddbb0b5fcb927d8765ff12e2ba7270c4","7.104253694117E-06","No"
"0x82a17e8baca18f814b51a420b98e947f166a89c3","1.64643006147E-07","No"
"0xcab8676c0a07248921fec39472d07bf295c88444","2.30141796908E-07","No"
"0x257022ee152711e0b9ae730d6a8f157e5844b077","4.1178681795383E-05","No"
"0x24d55b7da98a675bce37bc89909b5f73a568a1d5","1.5893104307266E-05","No"
"0x8b7e3733268a06bd9c9c946c46681534d41f123b","3.179707335937E-06","No"
"0x80ddbc437251c7750a901368ce67e7a70f6383e1","7.9479961802887E-05","No"
"0x1dd9461754536c7a8ee1a808cdad1d72bf081e5b","1.589170932659E-06","No"
"0x5fde93cb4d71d67adae945f78f59d5049fd1d8f0","1.7696583241064E-05","No"
"0x860a37273047327c2482ec3c2a7a25ecc2070d24","0.000369911990118198","No"
"0x29bdc4576a21f26ad7fe58b4a9d1421b49c2209c","1.5867303646383E-05","No"
"0xf2ff755fa252cd29256ecf24068d987c580d7281","4.762080727511E-06","No"
"0x54e8193edbb6845b7fffc3bb73798c5ddeabfc2e","4.1250043759E-08","No"
"0x143ebc6261f65903d9925242addca9f1236cdd7a","9E-12","No"
"0x40e4f63d851956ebd35ee293f869419aa85a7c15","2.5289115898037E-05","No"
"0x6cde9d925c4bb21504573984195491d93c38a02c","8.6872346413058E-05","No"
"0x4dc54b59919f46845f931a91a07472b08417d7f8","2.121706094568E-06","No"
"0x9c6905a1c8dc229e921aa73b68c916468c1264f4","1.5806377342232E-05","No"
"0xc6e39db67ea69e2089f6d89f3c1ff2294f17c3f3","7.65637861902E-07","No"
"0x04c28c47d66e6bd9c301c0da7e026536833d7572","4.7039788302142E-05","No"
"0xc53875b9ec91752b941f2adfa3e5f928b79e258c","2.0629417484656E-05","No"
"0x8230c02d4799ea7a1bade18cf26baa91af56eb9d","2.501173360508E-06","No"
"0x9f9941fba766352bf7c712d1c074f6d5a8276fd3","0.000175054217080267","No"
"0xcbb9e758c5ad79bc73108a0681104ee5b6f4bb64","2.0844144661356E-05","No"
"0x8a35ea8ddbc9abc4bcd30a25121ad611d569c231","4.1619712068867E-05","No"
"0x9a779852ab0be0933b0ab4056311ab15cffd45f6","5.514324509753E-06","No"
"0xe53ec2ca386576688e211b07f0a7024e2b45163e","7.7535414865061E-05","No"
"0x0d30e8aab98ae829b32146484d9451e2d4cc4c46","0.000146851713674015","No"
"0xaa33f700653c8bec7b731b9de3e81bfe53b8b8e5","1E-12","No"
